COURSE,DEPARTMENT,COURSEID,CLASSNBR,TOTALENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
ENG-SCI  100HFA,SEAS,144350.0,16249.0,41.0,,41.0,,,
ENG-SCI  110,SEAS,125325.0,12761.0,3.0,,2.0,,,1.0
ENG-SCI  115,SEAS,156427.0,11394.0,2.0,,2.0,,,
ENG-SCI  121,SEAS,156288.0,11310.0,3.0,,2.0,,1.0,
ENG-SCI  125,SEAS,144157.0,13022.0,32.0,1.0,29.0,,,2.0
ENG-SCI  135,SEAS,107397.0,10148.0,11.0,,11.0,,,
ENG-SCI  137,SEAS,156215.0,11252.0,35.0,,34.0,,1.0,
ENG-SCI  139,SEAS,118939.0,18008.0,30.0,,29.0,,1.0,
ENG-SCI  153,SEAS,156518.0,14255.0,6.0,1.0,5.0,,,
ENG-SCI  158,SEAS,156548.0,15742.0,13.0,2.0,11.0,,,
ENG-SCI  160,SEAS,160452.0,15822.0,5.0,,5.0,,,
ENG-SCI  163,SEAS,109684.0,10531.0,9.0,,9.0,,,
ENG-SCI  164,SEAS,125096.0,16363.0,3.0,,3.0,,,
ENG-SCI  165,SEAS,138398.0,13601.0,2.0,,1.0,1.0,,
ENG-SCI  173,SEAS,119048.0,15792.0,26.0,4.0,22.0,,,
ENG-SCI  176,SEAS,127589.0,13928.0,9.0,,9.0,,,
ENG-SCI  181,SEAS,135598.0,11925.0,75.0,,75.0,,,
ENG-SCI  190,SEAS,143870.0,13214.0,17.0,,17.0,,,
ENG-SCI  220,SEAS,146772.0,14413.0,19.0,16.0,1.0,1.0,1.0,
ENG-SCI  222,SEAS,114808.0,15743.0,8.0,4.0,4.0,,,
ENG-SCI  239,SEAS,118942.0,18009.0,7.0,3.0,4.0,,,
ENG-SCI  240,SEAS,131521.0,10936.0,12.0,9.0,2.0,,,1.0
ENG-SCI  250,SEAS,119057.0,12605.0,6.0,4.0,2.0,,,
ENG-SCI  254,SEAS,160448.0,15813.0,4.0,3.0,1.0,,,
ENG-SCI  256,SEAS,156726.0,18282.0,4.0,,2.0,,,2.0
ENG-SCI  263,SEAS,123682.0,16338.0,6.0,6.0,,,,
ENG-SCI  267,SEAS,124746.0,13265.0,7.0,7.0,,,,
ENG-SCI  276,SEAS,127590.0,13929.0,6.0,5.0,1.0,,,
ENG-SCI  291,SEAS,156219.0,16370.0,3.0,1.0,1.0,,,1.0
ENG-SCI  294HFRA,SEAS,160593.0,16572.0,7.0,3.0,4.0,,,
ENG-SCI  298R,SEAS,107995.0,10500.0,7.0,3.0,1.0,,,3.0
ENG-SCI  299R,SEAS,143668.0,12648.0,28.0,27.0,1.0,,,
ENG-SCI  306,SEAS,156746.0,11622.0,2.0,2.0,,,,
ENG-SCI  310,SEAS,148221.0,13474.0,4.0,4.0,,,,
ENG-SCI  314,SEAS,120087.0,13165.0,1.0,1.0,,,,
ENG-SCI  316,SEAS,146777.0,10475.0,6.0,6.0,,,,
ENG-SCI  320,SEAS,121405.0,13510.0,9.0,9.0,,,,
ENG-SCI  322,SEAS,125480.0,13092.0,1.0,1.0,,,,
ENG-SCI  324,SEAS,120117.0,13198.0,7.0,6.0,,,,1.0
ENG-SCI  326,SEAS,115694.0,11907.0,5.0,5.0,,,,
ENG-SCI  330,SEAS,117378.0,12529.0,6.0,6.0,,,,
ENG-SCI  332,SEAS,117620.0,12006.0,6.0,6.0,,,,
ENG-SCI  334,SEAS,118787.0,12300.0,7.0,7.0,,,,
ENG-SCI  336,SEAS,114275.0,12107.0,2.0,2.0,,,,
ENG-SCI  340,SEAS,125478.0,13087.0,2.0,2.0,,,,
ENG-SCI  342,SEAS,127073.0,13694.0,8.0,8.0,,,,
ENG-SCI  346,SEAS,121466.0,12578.0,4.0,4.0,,,,
ENG-SCI  348,SEAS,127071.0,13692.0,3.0,3.0,,,,
ENG-SCI  352,SEAS,119262.0,12592.0,11.0,11.0,,,,
ENG-SCI  354,SEAS,118030.0,12536.0,8.0,8.0,,,,
ENG-SCI  356,SEAS,109276.0,11756.0,1.0,1.0,,,,
ENG-SCI  358,SEAS,144759.0,13144.0,4.0,4.0,,,,
ENG-SCI  362,SEAS,144339.0,12708.0,4.0,4.0,,,,
ENG-SCI  366,SEAS,121289.0,13363.0,1.0,1.0,,,,
ENG-SCI  368,SEAS,122867.0,12962.0,2.0,2.0,,,,
ENG-SCI  372,SEAS,160978.0,18701.0,2.0,2.0,,,,
ENG-SCI  380,SEAS,122347.0,13422.0,11.0,11.0,,,,
ENG-SCI  382,SEAS,127075.0,13699.0,5.0,5.0,,,,
ENG-SCI  384,SEAS,160965.0,18281.0,1.0,1.0,,,,
ENG-SCI  390,SEAS,114496.0,12274.0,3.0,3.0,,,,
ENG-SCI  392,SEAS,160971.0,18406.0,1.0,1.0,,,,
ENG-SCI  396,SEAS,122884.0,12984.0,4.0,4.0,,,,
ENG-SCI  398,SEAS,127402.0,13840.0,1.0,1.0,,,,
E-PSCI   21,E&PS,128156.0,14144.0,17.0,,17.0,,,
E-PSCI   74,E&PS,120728.0,12956.0,1.0,,1.0,,,
E-PSCI   91,E&PS,110761.0,10606.0,2.0,,2.0,,,
E-PSCI   99A,E&PS,120379.0,12660.0,10.0,,10.0,,,
E-PSCI  100,E&PS,122333.0,14833.0,2.0,2.0,,,,
E-PSCI  107,E&PS,108748.0,14247.0,3.0,2.0,1.0,,,
E-PSCI  135,E&PS,126934.0,13627.0,7.0,,7.0,,,
E-PSCI  141,E&PS,122074.0,13236.0,3.0,1.0,2.0,,,
E-PSCI  152,E&PS,109231.0,16382.0,8.0,1.0,7.0,,,
E-PSCI  160,E&PS,160957.0,18226.0,1.0,,1.0,,,
E-PSCI  171,E&PS,112745.0,14251.0,13.0,1.0,11.0,,,1.0
E-PSCI  200,E&PS,111855.0,10116.0,7.0,6.0,1.0,,,
E-PSCI  208,E&PS,122549.0,12657.0,11.0,6.0,5.0,,,
E-PSCI  235,E&PS,160228.0,15524.0,5.0,2.0,1.0,,,2.0
E-PSCI  236,E&PS,120783.0,14253.0,8.0,4.0,1.0,,,3.0
E-PSCI  239,E&PS,126403.0,13824.0,23.0,19.0,,,,4.0
E-PSCI  240,E&PS,111063.0,15016.0,4.0,3.0,,,,1.0
E-PSCI  252,E&PS,107842.0,16381.0,8.0,8.0,,,,
E-PSCI  264,E&PS,160229.0,15525.0,2.0,2.0,,,,
E-PSCI  274,E&PS,107945.0,14844.0,2.0,,2.0,,,
E-PSCI  330,E&PS,135034.0,11831.0,3.0,3.0,,,,
E-PSCI  331,E&PS,136675.0,12155.0,10.0,10.0,,,,
E-PSCI  332,E&PS,111964.0,10357.0,1.0,1.0,,,,
E-PSCI  335,E&PS,112465.0,11780.0,2.0,2.0,,,,
E-PSCI  336,E&PS,119664.0,12802.0,1.0,1.0,,,,
E-PSCI  338,E&PS,121682.0,12868.0,2.0,2.0,,,,
E-PSCI  339,E&PS,117893.0,12357.0,3.0,3.0,,,,
E-PSCI  341,E&PS,120356.0,12640.0,3.0,3.0,,,,
E-PSCI  342,E&PS,121156.0,13253.0,4.0,4.0,,,,
E-PSCI  343,E&PS,123215.0,13596.0,3.0,3.0,,,,
E-PSCI  344,E&PS,118106.0,12610.0,3.0,3.0,,,,
E-PSCI  345,E&PS,118677.0,12224.0,2.0,2.0,,,,
E-PSCI  362,E&PS,111039.0,11821.0,1.0,1.0,,,,
E-PSCI  364,E&PS,110742.0,10507.0,1.0,1.0,,,,
E-PSCI  367,E&PS,113927.0,13903.0,5.0,5.0,,,,
E-PSCI  368,E&PS,114453.0,12248.0,1.0,1.0,,,,
E-PSCI  369,E&PS,121457.0,12570.0,1.0,1.0,,,,
E-PSCI  370,E&PS,125317.0,12753.0,3.0,3.0,,,,
E-PSCI  380,E&PS,110528.0,11564.0,3.0,3.0,,,,
E-PSCI  381,E&PS,126101.0,13582.0,3.0,3.0,,,,
ESPP   77,ESPP,109882.0,15275.0,56.0,,56.0,,,
ESPP   90J,ESPP,122678.0,12747.0,10.0,,8.0,,2.0,
ESPP   90N,ESPP,123858.0,13052.0,4.0,1.0,3.0,,,
ESPP   90P,ESPP,126892.0,16777.0,16.0,,16.0,,,
ESPP   90X,ESPP,156676.0,11583.0,16.0,,16.0,,,
ESPP   91R,ESPP,110943.0,11419.0,1.0,,1.0,,,
ESPP   99A,ESPP,116570.0,15237.0,4.0,,4.0,,,
ETHRSON   28,GENED,126834.0,14646.0,121.0,,121.0,,,
ETHRSON   38,GENED,110453.0,14578.0,120.0,,117.0,,1.0,2.0
ETHRSON   39,GENED,156035.0,11136.0,524.0,,510.0,,14.0,
ETHRSON   40,GENED,159646.0,14621.0,93.0,,90.0,,3.0,
EXPOS   10,EXPO,118262.0,15496.0,10.0,,10.0,,,
EXPOS   10,EXPO,118262.0,15499.0,11.0,,11.0,,,
EXPOS   10,EXPO,118262.0,15500.0,8.0,,8.0,,,
EXPOS   10,EXPO,118262.0,15501.0,10.0,,10.0,,,
EXPOS   10,EXPO,118262.0,15534.0,10.0,,10.0,,,
EXPOS   10,EXPO,118262.0,15535.0,10.0,,10.0,,,
EXPOS   10,EXPO,118262.0,15536.0,10.0,,10.0,,,
EXPOS   10,EXPO,118262.0,15537.0,9.0,,9.0,,,
EXPOS   10,EXPO,118262.0,15538.0,9.0,,9.0,,,
EXPOS   10,EXPO,118262.0,15539.0,9.0,,9.0,,,
EXPOS   10,EXPO,118262.0,15540.0,10.0,,10.0,,,
EXPOS   10,EXPO,118262.0,15541.0,9.0,,9.0,,,
EXPOS   10,EXPO,118262.0,15795.0,10.0,,10.0,,,
EXPOS   10,EXPO,118262.0,15804.0,10.0,,10.0,,,
EXPOS   10,EXPO,118262.0,15805.0,10.0,,10.0,,,
EXPOS   20,EXPO,116353.0,16504.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16505.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16506.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16507.0,13.0,,13.0,,,
EXPOS   20,EXPO,116353.0,16508.0,13.0,,13.0,,,
EXPOS   20,EXPO,116353.0,16509.0,12.0,,12.0,,,
EXPOS   20,EXPO,116353.0,16510.0,10.0,,10.0,,,
EXPOS   20,EXPO,116353.0,16511.0,10.0,,10.0,,,
EXPOS   20,EXPO,116353.0,16512.0,12.0,,12.0,,,
EXPOS   20,EXPO,116353.0,16513.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16514.0,9.0,,9.0,,,
EXPOS   20,EXPO,116353.0,16515.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16516.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16517.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16518.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16519.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16520.0,16.0,,16.0,,,
EXPOS   20,EXPO,116353.0,16521.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16522.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16523.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16524.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16525.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16526.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16527.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16528.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16529.0,13.0,,13.0,,,
EXPOS   20,EXPO,116353.0,16530.0,16.0,,16.0,,,
EXPOS   20,EXPO,116353.0,16531.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16532.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16533.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16534.0,10.0,,10.0,,,
EXPOS   20,EXPO,116353.0,16535.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16536.0,16.0,,16.0,,,
EXPOS   20,EXPO,116353.0,16537.0,12.0,,12.0,,,
EXPOS   20,EXPO,116353.0,16538.0,13.0,,13.0,,,
EXPOS   20,EXPO,116353.0,16539.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16540.0,10.0,,10.0,,,
EXPOS   20,EXPO,116353.0,16541.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16542.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16543.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16544.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16545.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16546.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16547.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,16548.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16549.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16550.0,15.0,,15.0,,,
EXPOS   20,EXPO,116353.0,16551.0,13.0,,13.0,,,
EXPOS   20,EXPO,116353.0,18655.0,14.0,,14.0,,,
EXPOS   20,EXPO,116353.0,18656.0,14.0,,14.0,,,
EXPOS   40,EXPO,125227.0,13612.0,29.0,,29.0,,,
EXPOS   40,EXPO,125227.0,18170.0,30.0,,30.0,,,
FOLKMYTH   90S,FOLK,110287.0,15289.0,13.0,,13.0,,,
FOLKMYTH   98A,FOLK,115032.0,11934.0,3.0,,3.0,,,
FOLKMYTH   99A,FOLK,113480.0,15238.0,5.0,,5.0,,,
FOLKMYTH  128,FOLK,122553.0,15316.0,61.0,,61.0,,,
FOLKMYTH  153,FOLK,156464.0,15320.0,4.0,,4.0,,,
FRENCH     AA,ROML,126933.0,14962.0,15.0,4.0,9.0,,,2.0
FRENCH     AA,ROML,126933.0,14963.0,10.0,,8.0,,,2.0
FRENCH     AA,ROML,126933.0,14965.0,11.0,,10.0,,,1.0
FRENCH     AA,ROML,126933.0,14966.0,14.0,,13.0,,,1.0
FRENCH     AA,ROML,126933.0,17208.0,14.0,1.0,12.0,,,1.0
FRENCH     AA,ROML,126933.0,17209.0,11.0,,11.0,,,
FRENCH     AB,ROML,126935.0,14972.0,13.0,,11.0,,,2.0
FRENCH     AB,ROML,126935.0,14973.0,9.0,,8.0,1.0,,
FRENCH     ACD,ROML,124332.0,14976.0,4.0,,3.0,,,1.0
FRENCH     AX,ROML,111933.0,14977.0,22.0,17.0,1.0,,,4.0
FRENCH     C,ROML,126938.0,14979.0,14.0,1.0,6.0,,,6.0
FRENCH     C,ROML,126938.0,14980.0,12.0,4.0,8.0,,,
FRENCH     C,ROML,126938.0,14982.0,12.0,,12.0,,,
FRENCH   30,ROML,126942.0,14995.0,24.0,2.0,19.0,,,3.0
FRENCH   30,ROML,126942.0,14996.0,13.0,,13.0,,,
FRENCH   40,ROML,126997.0,14997.0,22.0,,18.0,,,4.0
FRENCH   40,ROML,126997.0,14998.0,8.0,,8.0,,,
FRENCH   50,ROML,126998.0,15006.0,13.0,,12.0,,,1.0
FRENCH   50,ROML,126998.0,15007.0,15.0,,15.0,,,
FRENCH   61B,ROML,160596.0,16575.0,4.0,,4.0,,,
FRENCH   61C,ROML,109320.0,10164.0,11.0,1.0,10.0,,,
FRENCH   61G,ROML,156537.0,11472.0,17.0,,17.0,,,
FRENCH   70B,ROML,119121.0,16582.0,11.0,,11.0,,,
FRENCH   99A,ROML,111988.0,15240.0,1.0,,1.0,,,
FRENCH  140,ROML,160567.0,16355.0,6.0,3.0,3.0,,,
FRENCH  143,ROML,127874.0,16584.0,12.0,3.0,9.0,,,
FRENCH  176,ROML,160718.0,17364.0,9.0,4.0,5.0,,,
FRENCH  182,ROML,160604.0,16588.0,1.0,,1.0,,,
FRENCH  189,ROML,156647.0,11550.0,10.0,2.0,8.0,,,
FRENCH  213,ROML,115898.0,12002.0,9.0,7.0,2.0,,,
FRENCH  252,ROML,117239.0,16583.0,3.0,3.0,,,,
FRENCH  278,ROML,160602.0,16586.0,3.0,2.0,1.0,,,
FRENCH  330,ROML,122556.0,17563.0,1.0,1.0,,,,
FRENCH  330,ROML,122556.0,17566.0,2.0,2.0,,,,
FRENCH  330,ROML,122556.0,17616.0,1.0,1.0,,,,
FRSEMR   21D,FRSP,159728.0,15395.0,3.0,,3.0,,,
FRSEMR   21H,FRSP,159722.0,15043.0,12.0,,12.0,,,
FRSEMR   21R,FRSP,159830.0,15402.0,12.0,,12.0,,,
FRSEMR   21V,FRSP,109627.0,10492.0,14.0,,14.0,,,
FRSEMR   21Z,FRSP,159833.0,15980.0,7.0,,7.0,,,
FRSEMR   22M,FRSP,123659.0,15763.0,15.0,,15.0,,,
FRSEMR   22R,FRSP,160118.0,15392.0,11.0,,11.0,,,
FRSEMR   22V,FRSP,160194.0,15450.0,12.0,,12.0,,,
FRSEMR   23D,FRSP,160201.0,15689.0,12.0,,12.0,,,
FRSEMR   23H,FRSP,160215.0,15768.0,9.0,,9.0,,,
FRSEMR   23I,FRSP,160219.0,15692.0,13.0,,13.0,,,
FRSEMR   23M,FRSP,125226.0,13605.0,13.0,,13.0,,,
FRSEMR   23P,FRSP,109319.0,10162.0,15.0,,15.0,,,
FRSEMR   23Y,FRSP,109575.0,16246.0,12.0,,12.0,,,
FRSEMR   24E,FRSP,118807.0,12308.0,11.0,,11.0,,,
FRSEMR   24G,FRSP,127976.0,14100.0,12.0,,12.0,,,
FRSEMR   24N,FRSP,119619.0,12758.0,12.0,,12.0,,,
FRSEMR   24P,FRSP,128119.0,14140.0,11.0,,11.0,,,
FRSEMR   24Q,FRSP,110305.0,10935.0,13.0,,13.0,,,
FRSEMR   25K,FRSP,120746.0,12966.0,14.0,,14.0,,,
FRSEMR   25O,FRSP,108555.0,11017.0,14.0,,14.0,,,
FRSEMR   25P,FRSP,120755.0,12978.0,11.0,,11.0,,,
FRSEMR   25Q,FRSP,108574.0,11018.0,12.0,,12.0,,,
FRSEMR   25W,FRSP,120969.0,13123.0,11.0,,11.0,,,
FRSEMR   25X,FRSP,108257.0,10819.0,15.0,,15.0,,,
FRSEMR   26F,FRSP,107340.0,10117.0,14.0,,14.0,,,
FRSEMR   26V,FRSP,125286.0,12734.0,10.0,,10.0,,,
FRSEMR   26Z,FRSP,156181.0,11228.0,13.0,,13.0,,,
FRSEMR   27I,FRSP,108829.0,11264.0,14.0,,14.0,,,
FRSEMR   27J,FRSP,156929.0,15826.0,11.0,,11.0,,,
FRSEMR   30C,FRSP,159725.0,16247.0,11.0,,11.0,,,
FRSEMR   30D,FRSP,159721.0,15239.0,6.0,,6.0,,,
FRSEMR   30F,FRSP,159724.0,15827.0,12.0,,12.0,,,
FRSEMR   30G,FRSP,108261.0,10820.0,11.0,,11.0,,,
FRSEMR   30H,FRSP,159726.0,15828.0,12.0,,12.0,,,
FRSEMR   30Q,FRSP,110425.0,11023.0,10.0,,10.0,,,
FRSEMR   30R,FRSP,159727.0,15688.0,9.0,,9.0,,,
FRSEMR   30U,FRSP,156930.0,17217.0,11.0,,11.0,,,
FRSEMR   31C,FRSP,159735.0,16248.0,3.0,,3.0,,,
FRSEMR   31D,FRSP,159736.0,15829.0,10.0,,10.0,,,
FRSEMR   31E,FRSP,109471.0,10389.0,13.0,,13.0,,,
FRSEMR   31G,FRSP,156179.0,15830.0,1.0,,1.0,,,
FRSEMR   31H,FRSP,159737.0,16802.0,12.0,,12.0,,,
FRSEMR   31J,FRSP,121901.0,13104.0,5.0,,5.0,,,
FRSEMR   31L,FRSP,159738.0,15831.0,9.0,,9.0,,,
FRSEMR   31N,FRSP,121903.0,13105.0,11.0,,11.0,,,
FRSEMR   31P,FRSP,109474.0,10392.0,13.0,,13.0,,,
FRSEMR   32C,FRSP,159734.0,15077.0,10.0,,10.0,,,
FRSEMR   32F,FRSP,159797.0,15997.0,5.0,,5.0,,,
FRSEMR   32H,FRSP,159808.0,15832.0,10.0,,10.0,,,
FRSEMR   33C,FRSP,159836.0,16257.0,11.0,,11.0,,,
FRSEMR   33D,FRSP,159886.0,15691.0,11.0,,11.0,,,
FRSEMR   33F,FRSP,159904.0,15235.0,8.0,,8.0,,,
FRSEMR   33H,FRSP,160195.0,16258.0,6.0,,6.0,,,
FRSEMR   34C,FRSP,160199.0,15454.0,12.0,,12.0,,,
FRSEMR   34D,FRSP,160202.0,16259.0,11.0,,11.0,,,
FRSEMR   34F,FRSP,160204.0,16260.0,11.0,,11.0,,,
FRSEMR   34H,FRSP,160237.0,15690.0,3.0,,3.0,,,
FRSEMR   34S,FRSP,108514.0,11003.0,9.0,,9.0,,,
FRSEMR   34T,FRSP,125969.0,15833.0,10.0,,10.0,,,
FRSEMR   34V,FRSP,156241.0,16261.0,12.0,,12.0,,,
FRSEMR   34X,FRSP,117406.0,12543.0,12.0,,12.0,,,
FRSEMR   35N,FRSP,126838.0,13550.0,12.0,,12.0,,,
FRSEMR   37K,FRSP,156293.0,11314.0,12.0,,12.0,,,
FRSEMR   37Y,FRSP,156178.0,11226.0,12.0,,12.0,,,
FRSEMR   38I,FRSP,123725.0,16262.0,12.0,,12.0,,,
FRSEMR   40L,FRSP,110427.0,15241.0,12.0,,12.0,,,
FRSEMR   41D,FRSP,159832.0,15242.0,11.0,,11.0,,,
FRSEMR   41E,FRSP,109475.0,10393.0,14.0,,14.0,,,
FRSEMR   41F,FRSP,159806.0,15835.0,11.0,,11.0,,,
FRSEMR   41H,FRSP,159831.0,15710.0,4.0,,4.0,,,
FRSEMR   41J,FRSP,156421.0,17182.0,12.0,,12.0,,,
FRSEMR   41P,FRSP,124777.0,13269.0,15.0,,15.0,,,
FRSEMR   41R,FRSP,159837.0,15839.0,12.0,,12.0,,,
FRSEMR   42H,FRSP,160203.0,15843.0,12.0,,12.0,,,
FRSEMR   42U,FRSP,125124.0,13516.0,12.0,,12.0,,,
FRSEMR   43F,FRSP,160221.0,16762.0,15.0,,15.0,,,
FRSEMR   43H,FRSP,160231.0,17183.0,11.0,,11.0,,,
FRSEMR   43M,FRSP,125718.0,13411.0,13.0,,13.0,,,
FRSEMR   43W,FRSP,108515.0,16915.0,8.0,,8.0,,,
FRSEMR   44G,FRSP,115417.0,15849.0,15.0,,15.0,,,
FRSEMR   44T,FRSP,117263.0,12439.0,15.0,,15.0,,,
FRSEMR   48E,FRSP,128123.0,14141.0,12.0,,12.0,,,
FRSEMR   48K,FRSP,119622.0,12764.0,10.0,,10.0,,,
FRSEMR   49N,FRSP,121907.0,13106.0,9.0,,9.0,,,
FRSEMR   49Y,FRSP,120400.0,12682.0,10.0,,10.0,,,
GENETIC  201,MDSC,113752.0,11804.0,66.0,63.0,3.0,,,
GENETIC  303L,MDSC,156720.0,11593.0,1.0,1.0,,,,
GENETIC  307,MDSC,160766.0,18020.0,1.0,1.0,,,,
GENETIC  309,MDSC,113402.0,11872.0,2.0,2.0,,,,
GENETIC  310,MDSC,118193.0,11973.0,3.0,3.0,,,,
GENETIC  311,MDSC,121057.0,13174.0,3.0,3.0,,,,
GENETIC  314,MDSC,120754.0,12976.0,5.0,5.0,,,,
GENETIC  316,MDSC,117269.0,12444.0,1.0,1.0,,,,
GENETIC  318,MDSC,114865.0,12518.0,11.0,11.0,,,,
GENETIC  320,MDSC,126368.0,13793.0,3.0,3.0,,,,
GENETIC  321,MDSC,118751.0,12270.0,2.0,2.0,,,,
GENETIC  322,MDSC,113859.0,13825.0,4.0,4.0,,,,
GENETIC  325,MDSC,117273.0,12454.0,3.0,3.0,,,,
GENETIC  327,MDSC,126370.0,13794.0,2.0,2.0,,,,
GENETIC  328,MDSC,111897.0,10184.0,3.0,3.0,,,,
GENETIC  329,MDSC,117637.0,12017.0,1.0,1.0,,,,
GENETIC  332,MDSC,115971.0,12052.0,4.0,4.0,,,,
GENETIC  333,MDSC,109352.0,10189.0,1.0,1.0,,,,
GENETIC  335,MDSC,114764.0,12430.0,3.0,3.0,,,,
GENETIC  336,MDSC,120540.0,12801.0,7.0,7.0,,,,
GENETIC  337,MDSC,120637.0,12893.0,3.0,3.0,,,,
GENETIC  338,MDSC,159949.0,18160.0,1.0,1.0,,,,
GENETIC  342,MDSC,124201.0,13501.0,1.0,1.0,,,,
GENETIC  345,MDSC,160951.0,18164.0,1.0,1.0,,,,
GENETIC  347,MDSC,107886.0,10428.0,1.0,1.0,,,,
GENETIC  348,MDSC,156719.0,11592.0,1.0,1.0,,,,
GENETIC  356,MDSC,107887.0,10431.0,1.0,1.0,,,,
GENETIC  358,MDSC,123342.0,12697.0,4.0,4.0,,,,
GENETIC  361,MDSC,125583.0,13344.0,5.0,5.0,,,,
GENETIC  368,MDSC,128166.0,14146.0,1.0,1.0,,,,
GENETIC  370,MDSC,115356.0,12177.0,1.0,1.0,,,,
GENETIC  372,MDSC,128167.0,14147.0,2.0,2.0,,,,
GENETIC  374,MDSC,120007.0,13061.0,1.0,1.0,,,,
GENETIC  376,MDSC,120008.0,13063.0,5.0,5.0,,,,
GENETIC  377,MDSC,120009.0,13064.0,1.0,1.0,,,,
GENETIC  388,MDSC,127400.0,13836.0,3.0,3.0,,,,
GENETIC  389,MDSC,128170.0,14150.0,1.0,1.0,,,,
GENETIC  391,MDSC,127407.0,13846.0,1.0,1.0,,,,
GENETIC  392,MDSC,108113.0,10684.0,2.0,2.0,,,,
GENETIC  393,MDSC,128192.0,14160.0,1.0,1.0,,,,
GENETIC  394,MDSC,107885.0,10427.0,2.0,2.0,,,,
GENETIC  395,MDSC,107761.0,10307.0,2.0,2.0,,,,
GENETIC  396,MDSC,108111.0,10682.0,3.0,3.0,,,,
GENETIC  397,MDSC,107630.0,10246.0,2.0,2.0,,,,
GENETIC  398,MDSC,109349.0,10187.0,1.0,1.0,,,,
GERMAN     AA,GERM,113802.0,15427.0,22.0,3.0,17.0,,,2.0
GERMAN     AA,GERM,113802.0,15428.0,13.0,,13.0,,,
GERMAN     AA,GERM,113802.0,15429.0,3.0,1.0,2.0,,,
GERMAN     AA,GERM,113802.0,15430.0,13.0,2.0,11.0,,,
GERMAN     AX,GERM,120599.0,12856.0,14.0,12.0,,1.0,,1.0
GERMAN     BAB,GERM,124093.0,15414.0,16.0,7.0,6.0,2.0,,1.0
GERMAN     CA,GERM,112920.0,15416.0,11.0,4.0,7.0,,,
GERMAN     CA,GERM,112920.0,15417.0,10.0,1.0,8.0,,,1.0
GERMAN     DAB,GERM,122029.0,14698.0,3.0,1.0,2.0,,,
GERMAN   61,GERM,122031.0,13210.0,8.0,3.0,5.0,,,
GERMAN   61,GERM,122031.0,15407.0,12.0,2.0,10.0,,,
GERMAN  101,GERM,159603.0,14729.0,7.0,2.0,5.0,,,
GERMAN  147,GERM,115710.0,18128.0,19.0,1.0,15.0,1.0,,2.0
GERMAN  182,GERM,125709.0,14799.0,11.0,1.0,10.0,,,
GERMAN  200,GERM,135718.0,14839.0,9.0,5.0,3.0,1.0,,
GERMAN  236,GERM,159641.0,14845.0,5.0,5.0,,,,
GERMAN  243,GERM,159642.0,14847.0,6.0,5.0,,1.0,,
GERMAN  300,GERM,113307.0,19876.0,1.0,1.0,,,,
GHHP   60,GLOBHLTH,107669.0,14425.0,34.0,,34.0,,,
GHHP   91,GLOBHLTH,127231.0,15409.0,14.0,,14.0,,,
GOV   20,GOVM,117853.0,15266.0,89.0,1.0,86.0,,,2.0
GOV   30,GOVM,111813.0,15270.0,204.0,,203.0,,,1.0
GOV   91R,GOVM,111659.0,11439.0,3.0,,3.0,,,
GOV   92R,GOVM,108639.0,11062.0,5.0,,5.0,,,
GOV   94AM,GOVM,159826.0,15487.0,8.0,,8.0,,,
GOV   94AO,GOVM,159825.0,15488.0,12.0,,12.0,,,
GOV   94AP,GOVM,160372.0,15585.0,8.0,,8.0,,,
